operateur,id_support,technologie,adresse0,adresse1,adresse2,adresse3,code_postal,coordonnees,statut,statut_last,statut_old
SFR,1585281,LTE 700,,3 rue de Gascogne,,,29000,"47.984166666667, -4.129166666667",Projet approuvé,En service,Projet approuvé
SFR,1585281,LTE 2100,,3 rue de Gascogne,,,29000,"47.984166666667, -4.129166666667",Projet approuvé,En service,Projet approuvé
SFR,1585281,LTE 2600,,3 rue de Gascogne,,,29000,"47.984166666667, -4.129166666667",Projet approuvé,En service,Projet approuvé
SFR,1624562,LTE 1800,,6D R DE LA CROIX ROBERT,,,89330,"48.0375, 3.303333333333",Projet approuvé,En service,Projet approuvé
SFR,1731332,LTE 1800,LA NOUETTE,,,,28190,"48.5275, 1.342777777778",Projet approuvé,En service,Projet approuvé
SFR,1731332,LTE 2100,LA NOUETTE,,,,28190,"48.5275, 1.342777777778",Projet approuvé,En service,Projet approuvé
SFR,1731332,5G NR 2100,LA NOUETTE,,,,28190,"48.5275, 1.342777777778",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,1724913,UMTS 900,Les Salliers,chem de Montéchéroux,,,25150,"47.392777777778, 6.79",Projet approuvé,En service,Projet approuvé
SFR,1732873,LTE 1800,,chem d'exploitation n°129,,,44320,"47.249444444444, -2.008055555556",Projet approuvé,En service,Projet approuvé
SFR,1732873,LTE 2100,,chem d'exploitation n°129,,,44320,"47.249444444444, -2.008055555556",Projet approuvé,En service,Projet approuvé
SFR,1733827,LTE 1800,Sente Martine,rte de Jersey,,,27770,"48.826111111111, 1.257777777778",Projet approuvé,En service,Projet approuvé
SFR,1733827,LTE 2100,Sente Martine,rte de Jersey,,,27770,"48.826111111111, 1.257777777778",Projet approuvé,En service,Projet approuvé
SFR,1735411,UMTS 900,Clabart,Hameau des Linières,,,59550,"50.084166666667, 3.792777777778",Projet approuvé,En service,Projet approuvé
SFR,1720721,5G NR 3500,,82 av Kesler Devillers,Résidence Kesler Devillers,Bât. A,56600,"47.767222222222, -3.340555555556",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,1745115,LTE 700,Bondonnat,,,,17800,"45.595277777778, -.567222222222",Projet approuvé,En service,Projet approuvé
SFR,1722954,UMTS 900,Le Sanatorium,Rue SALENGRO RD 963,HÔPITAL DE LIESSIES FELLERIES,,59740,"50.131666666667, 4.084166666667",Projet approuvé,En service,Projet approuvé
SFR,1740655,LTE 700,,PL DE L'EGLISE,,,26120,"44.900833333333, 4.955277777778",Projet approuvé,En service,Projet approuvé
SFR,1740655,LTE 2100,,PL DE L'EGLISE,,,26120,"44.900833333333, 4.955277777778",Projet approuvé,En service,Projet approuvé
SFR,1740655,LTE 2600,,PL DE L'EGLISE,,,26120,"44.900833333333, 4.955277777778",Projet approuvé,En service,Projet approuvé
SFR,1710302,LTE 700,Le Châtelard,rte du camping municipal,,,69440,"45.590555555556, 4.574722222222",Projet approuvé,En service,Projet approuvé
SFR,1710302,LTE 2600,Le Châtelard,rte du camping municipal,,,69440,"45.590555555556, 4.574722222222",Projet approuvé,En service,Projet approuvé
SFR,1691952,UMTS 900,,22 RUE DES ROSES,,,67170,"48.728611111111, 7.705277777778",Projet approuvé,En service,Projet approuvé
SFR,1700984,LTE 700,KERNAOUR-BIHAN,,,,29340,"47.8875, -3.715",Projet approuvé,En service,Projet approuvé
SFR,1697446,LTE 1800,Les Traverses,,,,42920,"45.678611111111, 3.821944444444",Projet approuvé,En service,Projet approuvé
SFR,1689850,5G NR 2100,Le Pioch CEYRADES,,,,34800,"43.648333333333, 3.465",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,1810494,LTE 1800,MENEZ-BIHAN GOAREM LION,,,,29650,"48.558611111111, -3.604444444444",Projet approuvé,En service,Projet approuvé
SFR,1819967,UMTS 900,Le Boulet,RUE DU PUITS,,,25490,"47.521388888889, 6.918611111111",Projet approuvé,En service,Projet approuvé
SFR,1780950,5G NR 2100,st antoine,chem des tamaris,Stade de la Pinède,,83990,"43.264166666667, 6.628055555556",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,1752675,UMTS 900,Lenscheit,,,,57415,"49.013888888889, 7.351111111111",Projet approuvé,En service,Projet approuvé
SFR,1752807,LTE 2100,La Queue du Mont,CHEM  RURAL N°15,,,76660,"49.783888888889, 1.443611111111",Projet approuvé,En service,Projet approuvé
SFR,1752807,LTE 1800,La Queue du Mont,CHEM  RURAL N°15,,,76660,"49.783888888889, 1.443611111111",Projet approuvé,En service,Projet approuvé
SFR,1752807,5G NR 2100,La Queue du Mont,CHEM  RURAL N°15,,,76660,"49.783888888889, 1.443611111111",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,1771847,LTE 2100,,10 Rte de la Moyenne Corniche,Clinique de chirurgie ésthetique,,6320,"43.728333333333, 7.408611111111",Projet approuvé,En service,Projet approuvé
SFR,1771847,5G NR 2100,,10 Rte de la Moyenne Corniche,Clinique de chirurgie ésthetique,,6320,"43.728333333333, 7.408611111111",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,1804697,LTE 700,Gourbenet,IMPASSE DU RESERVOIR,,,83420,"43.210277777778, 6.563333333333",Projet approuvé,En service,Projet approuvé
SFR,1800632,LTE 700,La Noué,D 12,,,85220,"46.646388888889, -1.790277777778",Projet approuvé,En service,Projet approuvé
SFR,1800632,LTE 2100,La Noué,D 12,,,85220,"46.646388888889, -1.790277777778",Projet approuvé,En service,Projet approuvé
SFR,1800632,LTE 2600,La Noué,D 12,,,85220,"46.646388888889, -1.790277777778",Projet approuvé,En service,Projet approuvé
SFR,1800632,5G NR 2100,La Noué,D 12,,,85220,"46.646388888889, -1.790277777778",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,1776535,LTE 700,BOIS D'OYE,Chemin rural  du chateau d'eau,,,90700,"47.566944444444, 6.846944444444",Projet approuvé,En service,Projet approuvé
SFR,1776535,LTE 1800,BOIS D'OYE,Chemin rural  du chateau d'eau,,,90700,"47.566944444444, 6.846944444444",Projet approuvé,En service,Projet approuvé
SFR,1776535,UMTS 900,BOIS D'OYE,Chemin rural  du chateau d'eau,,,90700,"47.566944444444, 6.846944444444",Projet approuvé,En service,Projet approuvé
SFR,1776535,5G NR 2100,BOIS D'OYE,Chemin rural  du chateau d'eau,,,90700,"47.566944444444, 6.846944444444",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,1929502,UMTS 900,LES GENNEVRILLES,AVENUE DE LA DENT D'OCHE,,,74500,"46.393888888889, 6.518055555556",Projet approuvé,En service,Projet approuvé
SFR,1890201,LTE 2100,,AV DU STADE,,,30840,"43.8775, 4.553333333333",Projet approuvé,En service,Projet approuvé
SFR,1890201,5G NR 2100,,AV DU STADE,,,30840,"43.8775, 4.553333333333",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,2454165,LTE 800,La Caussière,Chemin de la Caussière vers réservoir,,,30170,"44.0125, 3.866666666667",Projet approuvé,En service,Projet approuvé
SFR,2425096,LTE 800,LE JARDIN DE DERRIERE,le Pont Durant,D902,,50260,"49.4875, -1.578333333333",Projet approuvé,En service,Projet approuvé
SFR,2425096,LTE 1800,LE JARDIN DE DERRIERE,le Pont Durant,D902,,50260,"49.4875, -1.578333333333",Projet approuvé,En service,Projet approuvé
SFR,2425096,UMTS 900,LE JARDIN DE DERRIERE,le Pont Durant,D902,,50260,"49.4875, -1.578333333333",Projet approuvé,En service,Projet approuvé
SFR,2481072,GSM 900,,2  avenue du Parc de Procé,,,44000,"47.217777777778, -1.582222222222",Projet approuvé,En service,Projet approuvé
SFR,2481072,LTE 800,,2  avenue du Parc de Procé,,,44000,"47.217777777778, -1.582222222222",Projet approuvé,En service,Projet approuvé
SFR,2481072,LTE 1800,,2  avenue du Parc de Procé,,,44000,"47.217777777778, -1.582222222222",Projet approuvé,En service,Projet approuvé
SFR,2481072,LTE 2100,,2  avenue du Parc de Procé,,,44000,"47.217777777778, -1.582222222222",Projet approuvé,En service,Projet approuvé
SFR,2481072,LTE 2600,,2  avenue du Parc de Procé,,,44000,"47.217777777778, -1.582222222222",Projet approuvé,En service,Projet approuvé
SFR,2481072,UMTS 900,,2  avenue du Parc de Procé,,,44000,"47.217777777778, -1.582222222222",Projet approuvé,En service,Projet approuvé
SFR,2513792,LTE 1800,Les prés d'eau,RUE D'OMBREVAL,,,95330,"49.036944444444, 2.314444444444",Projet approuvé,En service,Projet approuvé
SFR,2513792,LTE 2100,Les prés d'eau,RUE D'OMBREVAL,,,95330,"49.036944444444, 2.314444444444",Projet approuvé,En service,Projet approuvé
SFR,2513792,GSM 900,Les prés d'eau,RUE D'OMBREVAL,,,95330,"49.036944444444, 2.314444444444",Projet approuvé,En service,Projet approuvé
SFR,2513792,LTE 800,Les prés d'eau,RUE D'OMBREVAL,,,95330,"49.036944444444, 2.314444444444",Projet approuvé,En service,Projet approuvé
SFR,2513792,LTE 2600,Les prés d'eau,RUE D'OMBREVAL,,,95330,"49.036944444444, 2.314444444444",Projet approuvé,En service,Projet approuvé
SFR,2513792,UMTS 900,Les prés d'eau,RUE D'OMBREVAL,,,95330,"49.036944444444, 2.314444444444",Projet approuvé,En service,Projet approuvé
SFR,2438201,5G NR 3500,,195 AVENUE FRANCIS DE PRESSENSE,,,69200,"45.715277777778, 4.872222222222",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,2445119,LTE 800,,VOIE DE LANDAVILLE,,,88170,"48.306944444444, 5.773055555556",Projet approuvé,En service,Projet approuvé
SFR,2445119,LTE 1800,,VOIE DE LANDAVILLE,,,88170,"48.306944444444, 5.773055555556",Projet approuvé,En service,Projet approuvé
SFR,2445119,LTE 2100,,VOIE DE LANDAVILLE,,,88170,"48.306944444444, 5.773055555556",Projet approuvé,En service,Projet approuvé
SFR,2445119,UMTS 900,,VOIE DE LANDAVILLE,,,88170,"48.306944444444, 5.773055555556",Projet approuvé,En service,Projet approuvé
SFR,2283333,LTE 2100,LES ECHAUSSEES LES PAS,LIEU-DIT LES ECHAUSSEES LES PAS,,,50170,"48.584722222222, -1.4725",Projet approuvé,En service,Projet approuvé
SFR,2688716,LTE 1800,LES HAMETS,RUE DU CHENE A DEUX JAMBES,,,45340,"48.008055555556, 2.3225",Projet approuvé,En service,Projet approuvé
SFR,2688716,LTE 700,LES HAMETS,RUE DU CHENE A DEUX JAMBES,,,45340,"48.008055555556, 2.3225",Projet approuvé,En service,Projet approuvé
SFR,2688716,LTE 800,LES HAMETS,RUE DU CHENE A DEUX JAMBES,,,45340,"48.008055555556, 2.3225",Projet approuvé,En service,Projet approuvé
SFR,2688716,LTE 2100,LES HAMETS,RUE DU CHENE A DEUX JAMBES,,,45340,"48.008055555556, 2.3225",Projet approuvé,En service,Projet approuvé
SFR,2688716,UMTS 900,LES HAMETS,RUE DU CHENE A DEUX JAMBES,,,45340,"48.008055555556, 2.3225",Projet approuvé,En service,Projet approuvé
SFR,2688716,5G NR 2100,LES HAMETS,RUE DU CHENE A DEUX JAMBES,,,45340,"48.008055555556, 2.3225",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,2690397,GSM 900,,11 ROUTE DE MONTESSON,,,78110,"48.9025, 2.136388888889",Projet approuvé,En service,Projet approuvé
SFR,2690397,LTE 700,,11 ROUTE DE MONTESSON,,,78110,"48.9025, 2.136388888889",Projet approuvé,En service,Projet approuvé
SFR,2690397,LTE 800,,11 ROUTE DE MONTESSON,,,78110,"48.9025, 2.136388888889",Projet approuvé,En service,Projet approuvé
SFR,2690397,LTE 1800,,11 ROUTE DE MONTESSON,,,78110,"48.9025, 2.136388888889",Projet approuvé,En service,Projet approuvé
SFR,2690397,LTE 2100,,11 ROUTE DE MONTESSON,,,78110,"48.9025, 2.136388888889",Projet approuvé,En service,Projet approuvé
SFR,2690397,LTE 2600,,11 ROUTE DE MONTESSON,,,78110,"48.9025, 2.136388888889",Projet approuvé,En service,Projet approuvé
SFR,2690397,UMTS 900,,11 ROUTE DE MONTESSON,,,78110,"48.9025, 2.136388888889",Projet approuvé,En service,Projet approuvé
SFR,2692695,LTE 800,Feldbach,RUE DE DELLE,,,68640,"47.539444444444, 7.277222222222",Projet approuvé,En service,Projet approuvé
SFR,2692695,UMTS 900,Feldbach,RUE DE DELLE,,,68640,"47.539444444444, 7.277222222222",Projet approuvé,En service,Projet approuvé
SFR,2696309,UMTS 900,LE MONT SAULE,Chemin de parslay à Vaillant,,,52160,"47.719444444444, 5.146388888889",Projet approuvé,En service,Projet approuvé
SFR,2677019,LTE 800,PRAT GRAND,Rue Jean Vigo,,,66800,"42.464166666667, 1.992222222222",Projet approuvé,En service,Projet approuvé
SFR,2677019,UMTS 900,PRAT GRAND,Rue Jean Vigo,,,66800,"42.464166666667, 1.992222222222",Projet approuvé,En service,Projet approuvé
SFR,2700544,LTE 800,LA CROIX,Sabatier,,,63890,"45.597777777778, 3.638611111111",Projet approuvé,En service,Projet approuvé
SFR,2680706,LTE 2100,Brandes De L'Espis,RTE de la Madelaine,Déchetterie,,17600,"45.750277777778, -.955833333333",Projet approuvé,En service,Projet approuvé
SFR,2680706,LTE 800,Brandes De L'Espis,RTE de la Madelaine,Déchetterie,,17600,"45.750277777778, -.955833333333",Projet approuvé,En service,Projet approuvé
SFR,2680706,LTE 1800,Brandes De L'Espis,RTE de la Madelaine,Déchetterie,,17600,"45.750277777778, -.955833333333",Projet approuvé,En service,Projet approuvé
SFR,2680706,UMTS 900,Brandes De L'Espis,RTE de la Madelaine,Déchetterie,,17600,"45.750277777778, -.955833333333",Projet approuvé,En service,Projet approuvé
SFR,2728870,LTE 1800,,8 AVENUE DE LAMBALLE,,,75116,"48.854722222222, 2.2825",Projet approuvé,En service,Projet approuvé
SFR,2728870,GSM 900,,8 AVENUE DE LAMBALLE,,,75116,"48.854722222222, 2.2825",Projet approuvé,En service,Projet approuvé
SFR,2728870,LTE 700,,8 AVENUE DE LAMBALLE,,,75116,"48.854722222222, 2.2825",Projet approuvé,En service,Projet approuvé
SFR,2728870,LTE 800,,8 AVENUE DE LAMBALLE,,,75116,"48.854722222222, 2.2825",Projet approuvé,En service,Projet approuvé
SFR,2728870,LTE 2100,,8 AVENUE DE LAMBALLE,,,75116,"48.854722222222, 2.2825",Projet approuvé,En service,Projet approuvé
SFR,2728870,LTE 2600,,8 AVENUE DE LAMBALLE,,,75116,"48.854722222222, 2.2825",Projet approuvé,En service,Projet approuvé
SFR,2728870,5G NR 3500,,8 AVENUE DE LAMBALLE,,,75116,"48.854722222222, 2.2825",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,2729255,UMTS 900,ALBARETTA,,,,6440,"43.848055555556, 7.380277777778",Projet approuvé,En service,Projet approuvé
SFR,2706830,LTE 800,,HAMEAU LA GRAND MARE,,,76400,"49.696111111111, .369444444444",Projet approuvé,En service,Projet approuvé
SFR,2706830,LTE 1800,,HAMEAU LA GRAND MARE,,,76400,"49.696111111111, .369444444444",Projet approuvé,En service,Projet approuvé
SFR,2706830,LTE 700,,HAMEAU LA GRAND MARE,,,76400,"49.696111111111, .369444444444",Projet approuvé,En service,Projet approuvé
SFR,2706830,LTE 2100,,HAMEAU LA GRAND MARE,,,76400,"49.696111111111, .369444444444",Projet approuvé,En service,Projet approuvé
SFR,2706830,LTE 2600,,HAMEAU LA GRAND MARE,,,76400,"49.696111111111, .369444444444",Projet approuvé,En service,Projet approuvé
SFR,2706830,UMTS 900,,HAMEAU LA GRAND MARE,,,76400,"49.696111111111, .369444444444",Projet approuvé,En service,Projet approuvé
SFR,2706830,5G NR 2100,,HAMEAU LA GRAND MARE,,,76400,"49.696111111111, .369444444444",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,2657587,UMTS 900,MONTRIVEL,LES LOUISET,,,25650,"47.021388888889, 6.406666666667",Projet approuvé,En service,Projet approuvé
SFR,2658440,5G NR 2100,LE MOULAZ,D230,945 route de saix,,74360,"46.278888888889, 6.8175",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,2660614,UMTS 900,La Maré Dupré,Route départementale de la Maré Dupré,,,27330,"48.901944444444, .607222222222",Projet approuvé,En service,Projet approuvé
SFR,2661706,LTE 800,LE COUDERT,A89,,,19800,"45.321666666667, 1.893055555556",Projet approuvé,En service,Projet approuvé
SFR,2661706,LTE 1800,LE COUDERT,A89,,,19800,"45.321666666667, 1.893055555556",Projet approuvé,En service,Projet approuvé
SFR,2661706,LTE 2100,LE COUDERT,A89,,,19800,"45.321666666667, 1.893055555556",Projet approuvé,En service,Projet approuvé
SFR,2661706,UMTS 900,LE COUDERT,A89,,,19800,"45.321666666667, 1.893055555556",Projet approuvé,En service,Projet approuvé
SFR,2684709,LTE 800,LA COSTE ET TRAVERS DE LAURIE,Route de la coste,Route de Labro,,81490,"43.581388888889, 2.387222222222",Projet approuvé,En service,Projet approuvé
SFR,2713529,LTE 800,L'Aunaie,D270 Le Chérifontaine,,,51330,"48.973055555556, 4.843055555556",Projet approuvé,En service,Projet approuvé
SFR,2713529,LTE 1800,L'Aunaie,D270 Le Chérifontaine,,,51330,"48.973055555556, 4.843055555556",Projet approuvé,En service,Projet approuvé
SFR,2713529,LTE 700,L'Aunaie,D270 Le Chérifontaine,,,51330,"48.973055555556, 4.843055555556",Projet approuvé,En service,Projet approuvé
SFR,2713529,LTE 2100,L'Aunaie,D270 Le Chérifontaine,,,51330,"48.973055555556, 4.843055555556",Projet approuvé,En service,Projet approuvé
SFR,2713529,5G NR 2100,L'Aunaie,D270 Le Chérifontaine,,,51330,"48.973055555556, 4.843055555556",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,2646367,UMTS 900,,CHAMP DE RAMOND,,,46250,"44.638888888889, 1.155277777778",Projet approuvé,En service,Projet approuvé
SFR,2574887,UMTS 900,LA VILETTE,LIEU-DIT LA VILETTE,,,23600,"46.388611111111, 2.115555555556",Projet approuvé,En service,Projet approuvé
SFR,2632453,LTE 800,La fargue,D118,,,9460,"42.749166666667, 2.084444444444",Projet approuvé,En service,Projet approuvé
SFR,2586922,LTE 1800,,LA CLOSE,,,35600,"47.687777777778, -2.006944444444",Projet approuvé,En service,Projet approuvé
SFR,2586922,LTE 700,,LA CLOSE,,,35600,"47.687777777778, -2.006944444444",Projet approuvé,En service,Projet approuvé
SFR,2586922,LTE 800,,LA CLOSE,,,35600,"47.687777777778, -2.006944444444",Projet approuvé,En service,Projet approuvé
SFR,2586922,LTE 2100,,LA CLOSE,,,35600,"47.687777777778, -2.006944444444",Projet approuvé,En service,Projet approuvé
SFR,2586922,LTE 2600,,LA CLOSE,,,35600,"47.687777777778, -2.006944444444",Projet approuvé,En service,Projet approuvé
SFR,2586922,UMTS 900,,LA CLOSE,,,35600,"47.687777777778, -2.006944444444",Projet approuvé,En service,Projet approuvé
SFR,2586922,5G NR 2100,,LA CLOSE,,,35600,"47.687777777778, -2.006944444444",Projet approuvé,Techniquement opérationnel,Projet approuvé
SFR,2591344,LTE 700,ZA LA GAUTRAIS,R DES TISSERANDS,,,35360,"48.195833333333, -2.0325",Projet approuvé,En service,Projet approuvé
SFR,2591344,LTE 800,ZA LA GAUTRAIS,R DES TISSERANDS,,,35360,"48.195833333333, -2.0325",Projet approuvé,En service,Projet approuvé
SFR,2591344,LTE 1800,ZA LA GAUTRAIS,R DES TISSERANDS,,,35360,"48.195833333333, -2.0325",Projet approuvé,En service,Projet approuvé
SFR,2591344,LTE 2100,ZA LA GAUTRAIS,R DES TISSERANDS,,,35360,"48.195833333333, -2.0325",Projet approuvé,En service,Projet approuvé
SFR,2591344,LTE 2600,ZA LA GAUTRAIS,R DES TISSERANDS,,,35360,"48.195833333333, -2.0325",Projet approuvé,En service,Projet approuvé
SFR,2591344,UMTS 900,ZA LA GAUTRAIS,R DES TISSERANDS,,,35360,"48.195833333333, -2.0325",Projet approuvé,En service,Projet approuvé
SFR,2591344,5G NR 2100,ZA LA GAUTRAIS,R DES TISSERANDS,,,35360,"48.195833333333, -2.0325",Projet approuvé,Techniquement opérationnel,Projet approuvé
